name,URL,parkCode,description,latitude,longitude,designation,physical address
Noatak National Preserve,https://www.nps.gov/noat/index.htm,noat,"As one of North America's largest mountain-ringed river basins with an intact ecosystem, the Noatak River environs features some of the Arctic's finest arrays of plants and animals. The river is classified as a national wild and scenic river, and offers stunning wilderness float-trip opportunities - from deep in the Brooks Range to the tidewater of the Chukchi Sea.",68.01027053,-159.831694,National Preserve,"171 3rd Ave

Kotzebue, AK 99752"
North Cascades National Park,https://www.nps.gov/noca/index.htm,noca,"Less than three hours from Seattle, an alpine landscape beckons. Discover communities of life adapted to moisture in the west and recurring fire in the east. Explore jagged peaks crowned by more than 300 glaciers. Listen to cascading waters in forested valleys. Witness a landscape sensitive to the Earth's changing climate. Help steward the ecological heart of the Cascades.",48.71171756,-121.2069423,National Park,"810 State Route 20

Sedro-Woolley, WA 98284"
North Country National Scenic Trail,https://www.nps.gov/noco/index.htm,noco,"Come to the North Country. Trek the hills and valleys. Stand on the shores of lakes & streams from glaciers 10,000 years before. Clear-flowing water, red/gold of autumn, a fairyland of snow, open prairies, and distant horizons paint the land. Historic sites along the way tell how America settled and grew as a nation. From North Dakota to Vermont, adventure is never far away.",46.3344007429818,-90.8165630499445,National Scenic Trail,"318 East Main Street, Suite K

Lowell, MI 49331"
Obed Wild & Scenic River,https://www.nps.gov/obed/index.htm,obed,"The Obed Wild and Scenic River looks much the same today as it did when the first white settlers strolled its banks in the late 1700s. While meagerly populated due to poor farming soil, the river was a hospitable fishing and hunting area for trappers and pioneers. Today, the Obed stretches along the Cumberland Plateau and offers visitors a variety of outdoor recreational opportunities.",36.1056026036731,-84.5979170501232,Wild & Scenic River,"208 N. Maiden Street

Wartburg, TN 37887"
Ocmulgee Mounds National Historical Park,https://www.nps.gov/ocmu/index.htm,ocmu,"Welcome to Ocmulgee Mounds National Historical Park. This park is a prehistoric American Indian site, where many different American Indian cultures occupied this land for thousands of years. American Indians first came here during the Paleo-Indian Period hunting Ice Age mammals. Around 900 CE, the Mississippian Period began, and people constructed mounds for their elite, which remain here today.",32.83816576,-83.60224853,National Historical Park,"1207 Emery Hwy

Macon, GA 31217"
Oklahoma City National Memorial,https://www.nps.gov/okci/index.htm,okci,"The outdoor symbolic memorial is a place of quiet reflection, honoring victims, survivors, rescuers, and all who were changed forever on April 19, 1995. It encompasses the now sacred soil where the Alfred P. Murrah Federal Building once stood, capturing and preserving forever the place and events that changed the world.",35.473,-97.5171,National Memorial,"Oklahoma City National Memorial
301 NW 6th Street, Suite 305
Oklahoma City, OK 73102-0676"
Old Spanish National Historic Trail,https://www.nps.gov/olsp/index.htm,olsp,"Follow the routes of mule pack trains across the Southwest on the Old Spanish National Historic Trail between Santa Fe, New Mexico, and Los Angeles, California. New Mexican traders moved locally produced merchandise across what are now six states to exchange for mules and horses.",37.0791782514048,-112.114693431482,National Historic Trail,"National Trails Office Regions 6|7|8
Old Spanish National Historic Trail
Santa Fe, NM 87505"
Olympic National Park,https://www.nps.gov/olym/index.htm,olym,"With its incredible range of precipitation and elevation, diversity is the hallmark of Olympic National Park. Encompassing nearly a million acres, the park protects a vast wilderness, thousands of years of human history, and several distinctly different ecosystems, including glacier-capped mountains, old-growth temperate rain forests, and over 70 miles of wild coastline. Come explore!",47.80392754,-123.6663848,National Park,"Olympic National Park Visitor Center
3002 Mount Angeles Road
Port Angeles, WA 98362"
Oregon Caves National Monument & Preserve,https://www.nps.gov/orca/index.htm,orca,"Deep within the Siskiyou Mountains are dark, twisting passages that await your discovery. Eons of acidic water seeping into marble rock created and decorated the wondrous “Marble Halls of Oregon.” Join a tour, get a taste of what caving is all about, and explore a mountain from the inside and out!",42.10319143,-123.4018586,National Monument & Preserve,"21000 Caves Hwy

Cave Junction, OR 97523"
Oregon National Historic Trail,https://www.nps.gov/oreg/index.htm,oreg,"Imagine yourself an emigrant headed for Oregon: would promises of lush farmlands and a new beginning lure you to leave home and walk for weeks? More than 2,000 miles of trail ruts and traces can still be seen along the Oregon National Historic Trail in six states and serve as reminders of the sacrifices, struggles, and triumphs of early American settlers.",41.9876977830751,-109.634200840537,National Historic Trail,"National Trails Office - Regions 6, 7, 8
Oregon National Historic Trail
Santa Fe, NM 87505"
Organ Pipe Cactus National Monument,https://www.nps.gov/orpi/index.htm,orpi,"Look closely. Look again. The sights and sounds of Organ Pipe Cactus National Monument, an International Biosphere Reserve, reveal a thriving community of plants and animals. Human stories echo throughout this desert preserve, chronicling thousands of years of desert living. A scenic drive, wilderness hike or a night of camping will expose you to a living desert that thrives.",32.03585543,-112.8573314,National Monument,"10 Organ Pipe Drive

Ajo, AZ 85321"
Overmountain Victory National Historic Trail,https://www.nps.gov/ovvi/index.htm,ovvi,"Stretching 330 miles through four states (Virginia, Tennessee, North and South Carolina) the Overmountain Victory National Historic Trail traces the route used by patriot militia during the pivotal Kings Mountain campaign of 1780. Follow the campaign by utilizing a Commemorative Motor Route which uses existing state highways marked with the distinctive trail logo, or 87 miles of walkable pathways.",35.14044,-81.377,National Historic Trail,"4001 Chesnee Hwy

Gaffney, SC 29341"
Oxon Cove Park & Oxon Hill Farm,https://www.nps.gov/oxhi/index.htm,oxhi,"The diverse history of Maryland and our national heritage can be experienced at Oxon Cove Park. Through hands-on programs and other activities, you can experience farm life and how its changed over time. Explore how the park evolved from a plantation home during the War of 1812, to a hospital farm, to the park you can visit today.",38.80578214,-77.01131457,,"1967 Bald Eagle Road

Oxon Hill, MD 20745"
Ozark National Scenic Riverways,https://www.nps.gov/ozar/index.htm,ozar,"Ozark National Scenic Riverways is the first national park area to protect a river system. The Current and Jacks Fork rivers are two of the finest floating rivers you'll find anywhere. Spring-fed, cold and clear they are a delight to canoe, swim, boat or fish. Besides these two famous rivers, the park is home to hundreds of freshwater springs, caves, trails and historic sites such as Alley Mill.",37.13968894,-91.25709817,National Scenic Riverways,"404 Watercress Drive

Van Buren, MO 63965"
Padre Island National Seashore,https://www.nps.gov/pais/index.htm,pais,"Padre Island National Seashore separates the Gulf of Mexico from the Laguna Madre, one of a few hypersaline lagoons in the world. The park protects 66 miles of coastline, dunes, prairies, and wind tidal flats teeming with life. It is a safe nesting ground for the Kemp’s ridley sea turtle and a haven for over 380 bird species. It also has a rich history, including the Spanish shipwrecks of 1554.",27.05381186,-97.35901135,National Seashore,"20420 Park Road 22

Corpus Christi, TX 78418"
Palo Alto Battlefield National Historical Park,https://www.nps.gov/paal/index.htm,paal,"On May 8, 1846, United States and Mexican troops clashed on the prairie of Palo Alto. The battle was the first in a two-year long war that changed the map of North America. Palo Alto Battlefield National Historical Park preserves the site of this notable battle and provides an understanding of the causes, events, and consequences of the U.S.-Mexican War.",26.02387351,-97.46296072,National Historical Park,"7200 Paredes Line Road

Brownsville, TX 78526"
Paterson Great Falls National Historical Park,https://www.nps.gov/pagr/index.htm,pagr,"Cotton and silk fabrics; steam locomotives; continuous rolls of paper; airplane engines. What do these things have in common? They were all manufactured in the same place - Paterson, NJ. In 1792, Paterson was established, America's first planned industrial city, centered around the Great Falls of the Passaic River. From humble mills rose industries that changed the face of the United States.",40.91584645,-74.18021494,National Historical Park,"72 McBride Avenue Extension

Paterson, NJ 07501"
